20/06/2020 11:39:51:347760: <socket.socket fd=668, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 53461), raddr=('127.0.0.1', 40001)>: LOGIN asd asd
20/06/2020 20:56:37:649005: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:56:37:852083: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:56:42:063785: <ssl.SSLSocket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55514), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:56:42:264248: <ssl.SSLSocket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55514), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:56:45:358667: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:56:45:561740: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:56:51:584981: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:56:51:785700: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:56:56:061386: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:56:56:262846: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:05:056283: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:05:261621: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:12:043885: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:57:12:247998: <ssl.SSLSocket fd=468, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55516), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:57:22:137259: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:22:341422: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:22:560131: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:22:760178: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:23:091268: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:23:291757: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:24:758927: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:24:959418: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:25:173818: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:25:375299: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:25:981658: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:26:182147: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:27:666600: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:27:867090: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:28:068548: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:28:269010: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:28:638999: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:28:839815: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:30:952139: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:31:152603: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:31:434873: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:31:636334: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:32:226730: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:32:427196: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:34:447762: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:34:651913: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:34:855433: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:35:055892: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:35:712115: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:35:915218: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:38:260674: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:38:463750: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:38:665528: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:38:866014: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:41:107110: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:41:307573: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:41:547931: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:41:759461: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:42:450392: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:42:653493: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:44:910346: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:45:111808: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:45:314289: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:45:514731: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:48:243634: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:48:446716: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:48:653758: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:48:865260: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:49:068342: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:49:271389: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:49:474487: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:49:675015: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:53:921540: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:54:122030: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:57:57:664984: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:57:57:868056: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:58:00:057066: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:00:260195: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:00:463266: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:00:663776: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:01:667470: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:01:870552: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:02:526635: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:02:726959: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:03:305890: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:03:506378: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:04:043735: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:04:246814: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:58:04:795284: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:58:04:996830: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55515), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:02:12:959611: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 21:02:14:823899: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:02:15:025799: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:02:15:227291: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:02:15:428312: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:02:20:248090: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:02:20:451197: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:02:23:713725: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:02:23:914179: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:02:54:581519: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:02:54:790970: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:02:56:394312: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:02:56:594775: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:03:01:681753: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:03:01:884858: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:03:03:713918: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 21:04:04:296904: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: LOGIN asdsa asd
20/06/2020 21:04:29:876197: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55529), raddr=('127.0.0.1', 40001)>: DISCONNECT
20/06/2020 21:04:42:205040: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: LOGIN asdasd asdasd
20/06/2020 21:04:45:801825: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 21:04:47:175292: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:04:47:385208: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:04:47:605405: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:04:47:807113: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:04:49:085322: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:04:49:288396: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:04:50:837878: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:04:51:040990: <ssl.SSLSocket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55536), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:08:03:086652: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 21:08:05:951101: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:08:06:152147: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 21:08:06:353171: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 21:08:06:554630: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 21:08:09:951795: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 21:08:10:154896: <ssl.SSLSocket fd=740, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55561), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
